Status,Age Group,Education,AI Risk,Years of Experience,Monthly Salary (INR),Industry_Education,Industry_Finance,Industry_Healthcare,Industry_Retail,Industry_Technology,Location_Bangalore,Location_Delhi,Location_Hyderabad,Location_Mumbai,Location_Rural,Location_Suburban,Location_Urban,Year,Month,Day
0,2,5,3,17.0,106500.0,0,0,0,1,0,0,0,0,0,0,1,0,2023,2,16
1,2,2,1,18.0,39500.0,1,0,0,0,0,0,1,0,0,0,0,0,2023,2,17
1,5,4,3,30.0,126600.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,2,18
0,1,5,3,7.0,15700.0,0,0,0,1,0,0,1,0,0,0,0,0,2023,2,19
1,3,3,3,27.0,115700.0,0,1,0,0,0,0,1,0,0,0,0,0,2023,2,20
1,1,1,1,15.0,18800.0,0,0,0,1,0,0,0,0,1,0,0,0,2023,2,21
1,4,3,1,15.0,127400.0,0,0,0,0,1,0,0,0,0,0,0,1,2023,2,22
1,1,5,3,26.0,21600.0,0,1,0,0,0,0,0,0,1,0,0,0,2023,2,23
0,4,4,2,6.0,42100.0,0,0,1,0,0,0,1,0,0,0,0,0,2023,2,24
1,2,4,2,28.0,137400.0,1,0,0,0,0,0,0,0,0,0,0,1,2023,2,25
1,2,1,1,18.0,81800.0,0,0,1,0,0,1,0,0,0,0,0,0,2023,2,26
0,1,1,3,15.0,83000.0,0,0,0,1,0,0,0,0,0,0,1,0,2023,2,27
0,1,4,1,24.0,126300.0,0,0,1,0,0,0,1,0,0,0,0,0,2023,2,28
1,2,5,3,18.0,74700.0,0,1,0,0,0,0,0,0,0,0,1,0,2023,3,1
0,5,2,2,16.0,26300.0,0,0,0,1,0,0,0,0,0,0,1,0,2023,3,2
0,2,4,1,24.0,78900.0,1,0,0,0,0,0,0,0,1,0,0,0,2023,3,3
0,1,2,3,15.0,51000.0,0,1,0,0,0,0,0,0,0,0,0,1,2023,3,4
1,1,5,2,15.0,48900.0,0,0,0,0,1,0,0,0,0,0,0,1,2023,3,5
1,4,2,2,15.0,113200.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,3,6
0,1,4,2,18.0,69400.0,0,0,0,0,1,0,0,0,0,1,0,0,2023,3,7
0,1,5,2,15.0,81500.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,3,8
0,4,3,2,17.0,57200.0,0,1,0,0,0,0,0,0,0,0,1,0,2023,3,9
1,4,2,3,15.0,84000.0,0,0,1,0,0,0,0,0,0,0,0,1,2023,3,10
1,2,3,1,18.0,63700.0,0,0,0,1,0,0,0,0,0,1,0,0,2023,3,11
0,2,5,1,18.0,90500.0,0,0,0,1,0,1,0,0,0,0,0,0,2023,3,12
1,3,1,2,15.0,33400.0,0,0,0,1,0,1,0,0,0,0,0,0,2023,3,13
1,2,5,1,12.0,74700.0,0,1,0,0,0,1,0,0,0,0,0,0,2023,3,14
0,4,2,3,20.0,130700.0,0,1,0,0,0,0,0,0,0,1,0,0,2023,3,15
0,1,1,2,15.0,90000.0,0,0,0,1,0,0,1,0,0,0,0,0,2023,3,16
0,2,1,3,27.0,142200.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,3,17
0,1,4,1,15.0,125800.0,0,1,0,0,0,0,0,0,0,0,1,0,2023,3,18
1,2,3,2,18.0,72800.0,0,0,0,0,1,0,0,0,0,0,0,1,2023,3,19
0,3,1,3,14.5,100200.0,1,0,0,0,0,0,0,0,1,0,0,0,2023,3,20
0,1,4,1,15.0,140200.0,0,0,0,0,1,0,0,0,0,0,1,0,2023,3,21
1,2,3,1,18.0,17900.0,1,0,0,0,0,0,1,0,0,0,0,0,2023,3,22
1,2,3,3,22.0,79100.0,0,0,1,0,0,0,0,1,0,0,0,0,2023,3,23
0,1,4,1,15.0,69400.0,0,0,0,0,1,0,0,0,0,1,0,0,2023,3,24
1,1,1,2,4.0,46100.0,0,0,1,0,0,0,0,0,0,0,1,0,2023,3,25
1,2,2,3,26.0,120100.0,0,1,0,0,0,0,0,0,1,0,0,0,2023,3,26
1,5,3,2,16.0,135100.0,0,0,0,0,1,1,0,0,0,0,0,0,2023,3,27
0,5,3,1,16.0,56300.0,0,0,0,1,0,0,1,0,0,0,0,0,2023,3,28
0,2,5,3,18.0,105400.0,0,0,0,1,0,0,0,0,0,0,1,0,2023,3,29
1,5,3,3,12.0,148700.0,0,1,0,0,0,0,1,0,0,0,0,0,2023,3,30
1,3,3,1,26.0,88400.0,0,1,0,0,0,0,0,1,0,0,0,0,2023,3,31
1,4,2,3,16.0,124600.0,0,1,0,0,0,1,0,0,0,0,0,0,2023,4,1
1,3,3,2,20.0,19000.0,0,1,0,0,0,0,0,1,0,0,0,0,2023,4,2
1,3,4,3,21.0,66200.0,0,0,0,1,0,1,0,0,0,0,0,0,2023,4,3
1,1,5,3,15.0,81600.0,1,0,0,0,0,0,0,0,1,0,0,0,2023,4,4
1,2,1,1,18.0,81800.0,0,0,1,0,0,0,0,0,0,0,0,1,2023,4,5
0,2,5,1,26.0,90900.0,0,1,0,0,0,0,0,1,0,0,0,0,2023,4,6
1,2,2,2,18.0,81800.0,0,0,1,0,0,0,0,1,0,0,0,0,2023,4,7
1,2,5,3,2.0,8900.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,4,8
0,2,2,3,18.0,124300.0,0,0,0,1,0,0,0,1,0,0,0,0,2023,4,9
1,4,5,1,12.0,141400.0,0,0,1,0,0,0,0,0,0,0,0,1,2023,4,10
1,1,5,3,15.0,50600.0,0,0,0,0,1,1,0,0,0,0,0,0,2023,4,11
1,4,3,2,25.0,76500.0,0,0,0,0,1,0,1,0,0,0,0,0,2023,4,12
0,2,1,2,18.0,81500.0,0,0,0,1,0,0,0,0,1,0,0,0,2023,4,13
1,1,2,2,15.0,44200.0,0,0,1,0,0,0,0,0,0,1,0,0,2023,4,14
1,4,3,3,0.0,137100.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,4,15
1,1,4,3,15.0,81800.0,0,0,1,0,0,0,0,0,0,0,0,1,2023,4,16
0,2,3,1,16.0,73800.0,0,0,1,0,0,0,0,0,0,0,0,1,2023,4,17
1,2,4,1,18.0,78100.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,4,18
1,1,2,3,15.0,40300.0,0,0,0,0,1,0,1,0,0,0,0,0,2023,4,19
1,1,4,2,26.0,25900.0,0,0,1,0,0,0,0,0,1,0,0,0,2023,4,20
1,2,3,3,5.0,68500.0,1,0,0,0,0,0,0,0,0,0,0,1,2023,4,21
0,3,5,1,28.0,44700.0,0,1,0,0,0,0,1,0,0,0,0,0,2023,4,22
0,1,5,3,10.0,20200.0,0,0,1,0,0,0,0,0,0,0,0,1,2023,4,23
1,2,3,2,1.0,130200.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,4,24
1,2,4,1,15.0,7600.0,1,0,0,0,0,0,0,0,0,0,1,0,2023,4,25
0,4,1,1,15.0,109500.0,0,1,0,0,0,0,1,0,0,0,0,0,2023,4,26
1,2,5,1,18.0,26900.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,4,27
1,3,1,1,7.0,21000.0,0,0,0,0,1,0,0,0,0,1,0,0,2023,4,28
1,2,3,2,18.0,5400.0,0,1,0,0,0,0,0,0,0,0,0,1,2023,4,29
1,1,5,3,15.0,35200.0,0,0,0,1,0,0,0,0,1,0,0,0,2023,4,30
1,1,4,2,15.0,81800.0,0,0,1,0,0,0,0,0,0,0,1,0,2023,5,1
1,4,5,3,18.0,10500.0,0,0,0,0,1,0,0,1,0,0,0,0,2023,5,2
1,4,1,3,0.0,123100.0,0,0,1,0,0,0,0,0,0,0,0,1,2023,5,3
1,1,1,2,8.0,43400.0,0,0,0,0,1,0,0,0,1,0,0,0,2023,5,4
1,4,3,2,20.0,79000.0,0,1,0,0,0,0,0,0,0,0,0,1,2023,5,5
1,2,2,3,18.0,125300.0,1,0,0,0,0,0,0,0,0,0,0,1,2023,5,6
0,2,5,2,23.0,11500.0,0,0,0,0,1,0,0,0,0,0,0,1,2023,5,7
0,5,5,2,16.0,69400.0,0,0,0,0,1,0,0,0,0,0,0,1,2023,5,8
1,1,1,1,6.0,81800.0,0,0,1,0,0,1,0,0,0,0,0,0,2023,5,9
0,3,1,2,14.5,23500.0,0,0,0,1,0,0,0,1,0,0,0,0,2023,5,10
0,1,3,3,15.0,54800.0,1,0,0,0,0,0,1,0,0,0,0,0,2023,5,11
1,3,3,2,14.5,140000.0,0,1,0,0,0,0,0,0,0,0,0,1,2023,5,12
0,1,4,1,15.0,90900.0,0,1,0,0,0,0,0,0,0,0,0,1,2023,5,13
1,4,1,3,15.0,110800.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,5,14
1,2,4,3,11.0,67000.0,0,1,0,0,0,0,0,0,0,0,1,0,2023,5,15
1,2,1,3,18.0,109800.0,0,1,0,0,0,1,0,0,0,0,0,0,2023,5,16
1,4,5,1,15.0,81800.0,0,0,1,0,0,0,0,0,0,0,0,1,2023,5,17
1,1,3,3,18.0,78100.0,0,0,0,1,0,1,0,0,0,0,0,0,2023,5,18
0,3,4,2,14.5,65300.0,0,0,0,1,0,0,0,0,1,0,0,0,2023,5,19
1,3,1,1,14.5,76500.0,0,0,0,0,1,0,0,0,0,0,0,1,2023,5,20
1,2,3,1,5.0,141000.0,0,0,0,0,1,0,0,1,0,0,0,0,2023,5,21
1,1,2,3,15.0,8000.0,0,0,1,0,0,0,1,0,0,0,0,0,2023,5,22
0,2,3,3,18.0,52800.0,0,0,1,0,0,1,0,0,0,0,0,0,2023,5,23
1,2,3,3,18.0,96300.0,1,0,0,0,0,0,0,0,0,0,1,0,2023,5,24
1,1,3,3,0.0,103700.0,0,0,0,1,0,1,0,0,0,0,0,0,2023,5,25
1,2,3,1,18.0,100700.0,1,0,0,0,0,0,0,0,0,1,0,0,2023,5,26
0,1,4,3,17.0,122200.0,0,1,0,0,0,0,0,0,0,0,0,1,2023,5,27
0,2,1,2,18.0,90900.0,0,1,0,0,0,0,0,0,0,0,0,1,2023,5,28
1,2,3,3,18.0,22700.0,0,0,1,0,0,0,0,0,0,1,0,0,2023,5,29
1,1,5,2,28.0,81800.0,0,0,1,0,0,0,0,0,0,0,0,1,2023,5,30
0,1,3,2,15.0,89900.0,0,0,0,0,1,1,0,0,0,0,0,0,2023,5,31
1,1,4,1,30.0,65200.0,0,0,0,1,0,0,1,0,0,0,0,0,2023,6,1
1,1,1,3,15.0,81800.0,0,0,1,0,0,0,1,0,0,0,0,0,2023,6,2
1,2,2,3,18.0,97100.0,0,0,0,1,0,0,0,1,0,0,0,0,2023,6,3
1,1,1,3,5.0,40400.0,1,0,0,0,0,1,0,0,0,0,0,0,2023,6,4
1,1,4,3,15.0,102600.0,0,0,0,1,0,0,0,0,0,0,1,0,2023,6,5
0,5,4,3,16.0,125900.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,6,6
0,2,3,3,5.0,135500.0,0,1,0,0,0,1,0,0,0,0,0,0,2023,6,7
1,5,4,2,16.0,68500.0,1,0,0,0,0,0,0,0,0,1,0,0,2023,6,8
1,2,3,3,0.0,22400.0,1,0,0,0,0,0,0,1,0,0,0,0,2023,6,9
0,4,3,2,15.0,50000.0,0,0,1,0,0,0,0,0,0,0,0,1,2023,6,10
1,5,3,3,16.0,81200.0,0,0,1,0,0,0,0,0,0,0,0,1,2023,6,11
1,5,4,3,16.0,119200.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,6,12
1,3,2,3,14.5,106600.0,0,0,0,1,0,0,0,1,0,0,0,0,2023,6,13
1,1,4,2,3.0,44700.0,0,0,1,0,0,0,0,0,1,0,0,0,2023,6,14
1,2,2,2,19.0,37600.0,1,0,0,0,0,1,0,0,0,0,0,0,2023,6,15
0,1,3,3,15.0,131300.0,0,0,1,0,0,0,0,1,0,0,0,0,2023,6,16
1,1,5,2,15.0,118300.0,1,0,0,0,0,0,0,0,0,0,1,0,2023,6,17
1,2,5,1,18.0,75300.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,6,18
0,5,2,3,19.0,53300.0,0,0,0,0,1,0,0,0,0,0,0,1,2023,6,19
0,1,3,1,15.0,88400.0,0,0,1,0,0,0,0,0,0,0,0,1,2023,6,20
0,5,4,1,19.0,110800.0,1,0,0,0,0,0,0,0,1,0,0,0,2023,6,21
0,5,3,1,28.0,115100.0,1,0,0,0,0,0,0,1,0,0,0,0,2023,6,22
1,2,3,3,9.0,11800.0,1,0,0,0,0,0,0,1,0,0,0,0,2023,6,23
1,5,1,3,16.0,41000.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,6,24
0,3,5,3,23.0,16400.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,6,25
0,1,4,1,18.0,80100.0,0,0,0,0,1,0,0,1,0,0,0,0,2023,6,26
0,2,1,3,26.0,81500.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,6,27
0,4,3,3,15.0,21200.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,6,28
0,1,1,1,15.0,12500.0,0,0,0,0,1,0,0,0,0,0,0,1,2023,6,29
0,4,5,3,15.0,70700.0,0,0,0,1,0,0,0,0,0,0,1,0,2023,6,30
0,1,1,1,29.0,96000.0,0,0,0,1,0,0,0,0,0,0,1,0,2023,7,1
1,1,4,1,15.0,123200.0,0,0,1,0,0,0,0,0,0,0,1,0,2023,7,2
1,2,4,3,18.0,78100.0,0,0,0,1,0,0,0,0,0,0,1,0,2023,7,3
0,3,5,2,5.0,54200.0,0,0,1,0,0,0,0,0,0,0,0,1,2023,7,4
0,5,4,2,16.0,24000.0,0,0,1,0,0,0,0,0,0,0,1,0,2023,7,5
0,5,3,3,16.0,65100.0,0,0,1,0,0,0,0,0,0,1,0,0,2023,7,6
1,2,4,3,18.0,85900.0,0,0,0,1,0,0,0,0,0,0,1,0,2023,7,7
1,1,3,3,15.0,67000.0,0,0,1,0,0,0,0,0,0,0,1,0,2023,7,8
0,5,3,2,16.0,114100.0,0,1,0,0,0,0,0,0,1,0,0,0,2023,7,9
1,2,1,2,18.0,30100.0,1,0,0,0,0,0,0,0,1,0,0,0,2023,7,10
0,1,3,1,17.0,139100.0,0,0,0,0,1,1,0,0,0,0,0,0,2023,7,11
0,1,1,3,15.0,140500.0,0,0,0,1,0,0,0,0,0,1,0,0,2023,7,12
0,1,3,1,15.0,60500.0,0,0,1,0,0,0,0,1,0,0,0,0,2023,7,13
1,1,1,1,15.0,58000.0,0,0,0,0,1,0,1,0,0,0,0,0,2023,7,14
1,1,2,2,24.0,118200.0,0,1,0,0,0,0,0,0,1,0,0,0,2023,7,15
1,1,1,3,29.0,77200.0,0,0,0,0,1,0,0,0,1,0,0,0,2023,7,16
1,4,3,3,24.0,96400.0,0,1,0,0,0,0,0,0,0,0,0,1,2023,7,17
1,2,3,2,14.0,72800.0,0,0,0,0,1,0,0,0,0,0,1,0,2023,7,18
0,1,4,3,15.0,81500.0,0,0,0,1,0,0,1,0,0,0,0,0,2023,7,19
1,5,2,1,16.0,116300.0,1,0,0,0,0,0,0,0,0,0,0,1,2023,7,20
1,4,3,2,29.0,78100.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,7,21
1,1,3,2,15.0,66400.0,1,0,0,0,0,0,0,0,1,0,0,0,2023,7,22
1,2,2,2,13.0,32900.0,0,1,0,0,0,0,0,0,1,0,0,0,2023,7,23
0,3,3,2,14.5,125900.0,0,0,1,0,0,0,0,0,0,0,0,1,2023,7,24
1,1,3,2,22.0,82700.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,7,25
1,5,3,3,6.0,78100.0,0,0,0,1,0,1,0,0,0,0,0,0,2023,7,26
0,3,3,3,28.0,102300.0,0,0,0,1,0,0,0,0,0,1,0,0,2023,7,27
1,2,5,3,18.0,121300.0,0,0,1,0,0,0,1,0,0,0,0,0,2023,7,28
1,1,5,1,20.0,64500.0,1,0,0,0,0,0,0,0,0,0,0,1,2023,7,29
0,2,2,1,18.0,75200.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,7,30
0,4,3,2,11.0,74200.0,0,0,1,0,0,0,0,0,0,1,0,0,2023,7,31
0,5,4,2,18.0,127100.0,0,0,0,0,1,0,0,0,0,0,1,0,2023,8,1
1,2,1,3,14.0,68600.0,1,0,0,0,0,0,0,0,0,1,0,0,2023,8,2
1,2,2,3,18.0,81800.0,0,0,1,0,0,0,1,0,0,0,0,0,2023,8,3
1,2,5,3,18.0,37700.0,0,0,0,0,1,0,0,0,1,0,0,0,2023,8,4
1,3,3,1,14.5,76000.0,0,0,1,0,0,0,1,0,0,0,0,0,2023,8,5
1,1,5,3,24.0,68500.0,1,0,0,0,0,0,1,0,0,0,0,0,2023,8,6
1,5,5,3,21.0,31500.0,1,0,0,0,0,0,0,1,0,0,0,0,2023,8,7
0,2,3,1,18.0,126700.0,0,0,1,0,0,0,0,0,0,1,0,0,2023,8,8
0,5,5,3,0.0,90900.0,0,1,0,0,0,0,0,1,0,0,0,0,2023,8,9
1,3,2,1,13.0,6500.0,0,0,0,0,1,0,0,0,1,0,0,0,2023,8,10
1,4,3,3,15.0,45500.0,0,0,0,1,0,0,0,1,0,0,0,0,2023,8,11
1,1,3,2,20.0,22300.0,0,0,0,1,0,0,0,1,0,0,0,0,2023,8,12
1,1,3,3,15.0,6500.0,0,0,0,0,1,0,0,0,0,0,0,1,2023,8,13
0,4,1,3,15.0,74700.0,0,0,1,0,0,0,0,0,0,0,0,1,2023,8,14
1,2,4,3,27.0,72800.0,0,0,0,0,1,0,0,1,0,0,0,0,2023,8,15
0,1,3,3,22.0,107400.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,8,16
0,1,3,1,15.0,83800.0,0,0,0,0,1,1,0,0,0,0,0,0,2023,8,17
0,1,1,3,25.0,70400.0,0,0,0,1,0,0,1,0,0,0,0,0,2023,8,18
1,2,5,1,2.0,105700.0,0,0,0,0,1,0,0,1,0,0,0,0,2023,8,19
0,3,2,2,10.0,11300.0,0,0,0,1,0,0,0,0,1,0,0,0,2023,8,20
1,2,1,2,18.0,68500.0,1,0,0,0,0,0,0,0,0,0,0,1,2023,8,21
0,4,3,3,22.0,74700.0,0,0,1,0,0,0,0,0,0,0,0,1,2023,8,22
0,1,3,3,7.0,17600.0,0,1,0,0,0,0,1,0,0,0,0,0,2023,8,23
0,1,4,2,15.0,8000.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,8,24
1,1,4,3,29.0,74700.0,0,1,0,0,0,0,1,0,0,0,0,0,2023,8,25
1,4,3,1,28.0,7100.0,1,0,0,0,0,0,0,0,1,0,0,0,2023,8,26
0,1,5,1,27.0,35500.0,0,0,0,0,1,0,0,0,0,0,0,1,2023,8,27
0,4,5,1,0.0,96600.0,0,1,0,0,0,0,0,0,0,0,0,1,2023,8,28
1,4,5,3,15.0,136200.0,0,0,0,0,1,0,0,0,0,0,0,1,2023,8,29
1,1,4,3,15.0,35100.0,0,0,1,0,0,0,0,0,0,0,0,1,2023,8,30
0,1,3,3,15.0,39900.0,1,0,0,0,0,0,0,0,1,0,0,0,2023,8,31
1,1,2,3,15.0,77600.0,0,0,0,1,0,1,0,0,0,0,0,0,2023,9,1
1,1,4,3,7.0,15000.0,0,0,0,1,0,0,1,0,0,0,0,0,2023,9,2
1,1,3,1,15.0,92500.0,0,0,1,0,0,0,0,0,0,0,0,1,2023,9,3
0,2,4,3,18.0,106800.0,0,0,1,0,0,0,0,0,0,1,0,0,2023,9,4
0,1,3,2,15.0,79900.0,0,0,0,0,1,0,0,0,0,0,0,1,2023,9,5
1,2,3,2,18.0,125300.0,0,1,0,0,0,1,0,0,0,0,0,0,2023,9,6
0,2,3,3,18.0,90900.0,0,1,0,0,0,0,0,1,0,0,0,0,2023,9,7
0,2,4,2,23.0,102200.0,0,0,0,0,1,0,0,1,0,0,0,0,2023,9,8
1,4,3,3,15.0,82300.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,9,9
1,2,5,1,23.0,102800.0,0,0,1,0,0,0,0,0,1,0,0,0,2023,9,10
1,1,3,3,17.0,84100.0,1,0,0,0,0,0,0,0,0,0,1,0,2023,9,11
1,1,4,1,6.0,68500.0,0,0,1,0,0,0,0,1,0,0,0,0,2023,9,12
0,1,1,2,15.0,90900.0,0,1,0,0,0,0,0,1,0,0,0,0,2023,9,13
1,1,3,2,1.0,126900.0,0,0,0,0,1,0,0,0,0,0,1,0,2023,9,14
1,1,1,2,6.0,120300.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,9,15
1,1,4,1,15.0,37000.0,0,0,0,0,1,0,0,0,0,0,0,1,2023,9,16
1,2,5,3,18.0,119400.0,0,0,0,1,0,1,0,0,0,0,0,0,2023,9,17
1,1,5,3,30.0,144200.0,0,0,1,0,0,0,0,0,0,1,0,0,2023,9,18
1,1,3,2,29.0,37500.0,0,1,0,0,0,0,0,0,0,0,0,1,2023,9,19
1,3,2,2,14.5,26100.0,0,0,1,0,0,0,0,0,0,0,0,1,2023,9,20
0,3,4,3,3.0,104000.0,0,1,0,0,0,0,0,0,0,0,0,1,2023,9,21
1,4,1,3,6.0,66200.0,1,0,0,0,0,1,0,0,0,0,0,0,2023,9,22
0,1,2,2,8.0,106700.0,0,1,0,0,0,0,0,0,0,0,0,1,2023,9,23
0,5,3,2,5.0,88000.0,0,1,0,0,0,0,0,1,0,0,0,0,2023,9,24
1,2,3,3,26.0,103000.0,0,0,0,0,1,0,0,1,0,0,0,0,2023,9,25
1,1,5,3,13.0,114200.0,0,0,0,1,0,0,0,0,0,0,1,0,2023,9,26
1,2,5,1,18.0,8900.0,0,0,0,1,0,0,0,0,0,0,1,0,2023,9,27
1,4,5,2,15.0,44300.0,0,0,1,0,0,0,0,0,0,1,0,0,2023,9,28
1,1,5,1,15.0,104400.0,0,0,0,0,1,0,0,0,0,0,0,1,2023,9,29
0,4,5,3,0.0,81500.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,9,30
1,1,2,3,14.0,129800.0,0,0,0,1,0,0,0,0,0,0,0,1,2023,10,1
1,2,3,3,18.0,66100.0,0,0,0,1,0,0,0,0,1,0,0,0,2023,10,2
1,1,3,1,15.0,114500.0,0,1,0,0,0,1,0,0,0,0,0,0,2023,10,3
0,1,1,1,15.0,112900.0,0,0,0,1,0,0,0,0,1,0,0,0,2023,10,4
1,1,5,1,3.0,88300.0,0,0,0,1,0,0,0,0,1,0,0,0,2023,10,5
1,1,3,3,15.0,34400.0,0,0,0,1,0,0,0,0,0,1,0,0,2023,10,6
1,2,1,1,26.0,144200.0,0,0,0,1,0,0,1,0,0,0,0,0,2023,10,7
1,4,3,1,15.0,8700.0,0,0,0,0,1,0,0,0,0,0,1,0,2023,10,8
0,1,4,2,15.0,13900.0,0,0,0,0,1,0,0,0,0,0,0,1,2023,10,9
0,1,3,1,4.0,74700.0,0,0,1,0,0,0,0,0,0,0,0,1,2023,10,10
0,2,1,3,18.0,90900.0,0,1,0,0,0,0,0,0,1,0,0,0,2023,10,11
1,1,3,3,17.0,78200.0,0,1,0,0,0,0,0,0,0,0,0,1,2023,10,12
